id,title,current_period_id,proposed_period_id,status,note
cattedrale-di-strasburgo,Cattedrale di Notre-Dame di Strasburgo,gotico-tedesco,gotico-tedesco,invariato,Già alla corrente più specifica disponibile; nessuna scuola dedicata a Strasburgo nell'albero.
cattedrale-durham,Interno della cattedrale di Durham,arte-normanna,arte-normanna,invariato,Cattedrale anglo-normanna gia correttamente collocata in Arte normanna.
cattedrale-lund,Cattedrale di Lund,romanico,romanico,invariato,"Cattedrale scandinava (Lund); nessuna corrente specifica per il romanico nordico esiste in albero, resta a livello di epoca."
cattedrale-lund-cripta,Interno della cripta della cattedrale di Lund,romanico,romanico,invariato,Stesso edificio di Lund; nessuna corrente specifica pertinente.
cattedrale-notre-dame-chartres,Cattedrale di Notre-Dame a Chartres,gotico-francese,gotico-francese,invariato,Già alla corrente più specifica disponibile (gotico-francese); nessuna scuola dedicata a Chartres nell'albero.
cattedrale-notre-dame-parigi,Cattedrale di Notre-Dame a Parigi,gotico-francese,gotico-francese,invariato,"Cantiere distinto da quello di Saint-Denis (nessun legame con Suger): resta alla corrente gotico-francese, già la più specifica disponibile."
cattedrale-notre-dame-reims,Cattedrale di Notre-Dame a Reims,gotico-francese,gotico-francese,invariato,Già alla corrente più specifica disponibile (gotico-francese); nessuna scuola dedicata a Reims nell'albero.
cattedrale-orvieto,Cattedrale di Santa Maria Assunta di Orvieto,gotico-italiano,gotico-italiano,invariato,"Cantiere pluridecennale e pluriautoriale (Lorenzo Maitani e, molto piu tardi, Andrea Orcagna): l'opera copre l'intero edificio nel tempo, non e attribuibile a una singola bottega/scuola specifica."
cattedrale-san-lorenzo-genova,Cattedrale di San Lorenzo,romanico-italiano,romanico-italiano,invariato,Cattedrale genovese; nessuna scuola sotto Romanico italiano e pertinente all'architettura ligure.
cattedrale-sant-andrea-amalfi,Cattedrale di Sant'Andrea ad Amalfi,romanico-italiano,romanico-italiano,invariato,Opera isolata (Amalfi): nessuna scuola specifica per la Costiera amalfitana nell'albero.
cattedrale-santa-maria-assunta-pisa,Cattedrale di Santa Maria Assunta (Duomo di Pisa),romanico-italiano,romanico-italiano,invariato,Duomo di Pisa; nessuna scuola specifica per l'architettura pisana esiste sotto Romanico italiano.
cattedrale-santa-maria-assunta-siena,Cattedrale di Santa Maria Assunta,gotico-italiano,gotico-italiano,invariato,"Il Duomo di Siena (1226-1377) eccede l'intervallo della scuola gotico-senese (1270-1350, pittura trecentesca): resta alla corrente gotico-italiano."
cattedrale-santa-maria-assunta-siena-interno,Interno della cattedrale di Santa Maria Assunta,gotico-italiano,gotico-italiano,invariato,"Stessa motivazione della voce sul Duomo di Siena (edificio, non pittura senese trecentesca)."
cattedrale-santa-maria-del-fiore,Cattedrale di Santa Maria del Fiore,gotico-italiano,gotico-italiano,invariato,"Cantiere plurisecolare con tre architetti citati (Arnolfo di Cambio, Francesco Talenti, Filippo Brunelleschi) che attraversa Gotico e Rinascimento: non riconducibile a una singola scuola."
cattedrale-santa-maria-nuova-monreale,Cattedrale di Santa Maria Nuova a Monreale,romanico-normanno-siciliano,romanico-normanno-siciliano,invariato,Già correttamente collocata nella scuola romanico-normanno-siciliano.
cattedrale-spira-i,Cattedrale dei Santi Maria e Stefano a Spira (Spira I),romanico,romanico,invariato,"Cattedrale tedesca (Spira); nessuna corrente/scuola specifica per il romanico tedesco esiste in albero, resta a livello di epoca."
cattedrale-spira-ii,Cattedrale dei Santi Maria e Stefano a Spira (Spira II),romanico,romanico,invariato,"Seconda fase della cattedrale di Spira; stessa situazione della prima fase, nessuna corrente tedesca specifica in albero."
cattedrale-winchester,Esterno della cattedrale di Winchester,arte-normanna,arte-normanna,invariato,Cattedrale anglo-normanna gia correttamente collocata in Arte normanna.
cavaliere-di-bamberga,Cavaliere (decorazione scultorea del coro orientale),rinascenza-sveva,rinascenza-sveva,invariato,"Corrisponde esattamente alla scuola rinascenza-sveva (Bamberga, 1230 circa)."
chiesa-abbaziale-centula,Chiesa abbaziale di Centula (Saint-Riquier),eta-carolingia,eta-carolingia,invariato,Abbazia carolingia di Centula/Saint-Riquier (fine VIII sec.): gia correttamente in Eta carolingia.
chiesa-abbaziale-fontenay,Chiesa abbaziale di Fontenay,cistercense,cistercense,invariato,Già correttamente collocata (abbazia cistercense di Fontenay).
chiesa-abbaziale-fossanova,Chiesa abbaziale di Fossanova,gotico-cistercense,gotico-cistercense,invariato,Già correttamente collocata nella corrente gotico-cistercense.
chiesa-abbaziale-jumiege,Chiesa abbaziale di Notre-Dame de Jumièges,arte-normanna,arte-normanna,invariato,Abbazia normanna gia correttamente collocata in Arte normanna; nessuna scuola piu specifica esiste.
chiesa-abbaziale-lessay,Interno della chiesa abbaziale della Santissima Trinità,arte-normanna,arte-normanna,invariato,Abbazia normanna gia correttamente collocata; nessuna scuola piu specifica esiste.
chiesa-abbaziale-sainte-foy-conques,Interno della chiesa abbaziale di Sainte-Foy,romanico,romanico,invariato,"Abbazia di Conques, tappa dei cammini di pellegrinaggio verso Santiago; opera isolata nel lotto (non condivide bottega/committenza diretta con le altre chiese di pellegrinaggio presenti), resta a livello di epoca."
chiesa-gesu-vignola,Chiesa del Gesù,controriforma,controriforma,invariato,"Chiesa madre della Compagnia di Gesu' a Roma: collocazione gia' corretta e piu' specifica possibile (corrente Controriforma), nessuna scuola piu' fine disponibile."
chiesa-inferiore-san-francesco-assisi,Chiesa inferiore di San Francesco,gotico-italiano,gotico-italiano,invariato,Stessa motivazione della basilica di Assisi.
chiesa-notre-dame-poitiers,Interno della chiesa di Notre-Dame la Grande,romanico,romanico,invariato,"Chiesa del Poitou (Francia); non rientra in Cluniacense, Cistercense o Arte normanna, nessuna corrente specifica pertinente, resta a livello di epoca."
chiesa-san-cataldo-palermo,Chiesa di San Cataldo,romanico-normanno-siciliano,romanico-normanno-siciliano,invariato,Già correttamente collocata nella scuola romanico-normanno-siciliano.
chiesa-san-ciriaco-gernrode,Chiesa abbaziale di San Ciriaco,arte-ottoniana,arte-ottoniana,invariato,Chiesa ottoniana tedesca gia correttamente collocata; nessuna scuola piu specifica esiste sotto Arte ottoniana.
chiesa-san-giovanni-eremiti-palermo,Chiesa di San Giovanni degli Eremiti,romanico-normanno-siciliano,romanico-normanno-siciliano,invariato,Già correttamente collocata nella scuola romanico-normanno-siciliano.
chiesa-san-giovanni-evangelista-ravenna,Chiesa di San Giovanni Evangelista,arte-paleocristiana,arte-paleocristiana,invariato,Chiesa voluta da Galla Placidia a Ravenna (425-437): gia correttamente in Arte paleocristiana.
chiesa-san-michele-hildesheim,Chiesa di San Michele a Hildesheim,arte-ottoniana,arte-ottoniana,invariato,Chiesa di Bernward a Hildesheim gia correttamente collocata in Arte ottoniana.
chiesa-san-miniato-al-monte-firenze,Chiesa abbaziale di San Miniato al Monte,romanico-italiano,romanico-italiano,invariato,Edificio architettonico fiorentino; nessuna scuola sotto Romanico italiano e pertinente all'architettura di Firenze.
chiesa-sant-apollinare-nuovo-ravenna,Chiesa di Sant'Apollinare Nuovo,regno-ostrogoto,regno-ostrogoto,invariato,Chiesa palatina di Teodorico a Ravenna (505): gia correttamente nella corrente Regno ostrogoto.
chiesa-santa-maria-ammiraglio-martorana,Chiesa di Santa Maria dell'Ammiraglio (Martorana),romanico-normanno-siciliano,romanico-normanno-siciliano,invariato,Già correttamente collocata nella scuola romanico-normanno-siciliano.
chiesa-santa-maria-laach,Chiesa abbaziale di Santa Maria Laach,romanico,romanico,invariato,Chiesa abbaziale tedesca; nessuna corrente specifica per il romanico renano esiste in albero.
chiesa-santa-sofia-benevento,Chiesa di Santa Sofia a Benevento,eta-longobarda,eta-longobarda,invariato,"Chiesa del ducato longobardo di Benevento (ca. 760), esplicitamente incluso tra le regioni di Eta longobarda: gia correttamente collocata, non emerge un nucleo di piu opere sufficiente per una scuola dedicata."
chiesa-santi-sergio-e-bacco-costantinopoli,Chiesa dei Santi Sergio e Bacco,eta-giustinianea,eta-giustinianea,invariato,Chiesa costantinopolitana di eta giustinianea (527-536): gia correttamente collocata.
chiesa-santisidoro-leon,Chiesa di Sant'Isidoro a León,romanico,romanico,invariato,"Chiesa spagnola (Leon); nessuna corrente per il romanico spagnolo esiste in albero (solo il gotico spagnolo e presente), resta a livello di epoca."
chiesa-superiore-san-francesco-assisi,Chiesa superiore di San Francesco,gotico-italiano,gotico-italiano,invariato,Stessa motivazione della basilica di Assisi.
chiostro-cattedrale-gloucester,Chiostro della cattedrale di San Pietro e della Santa e Indivisibile Trinità,gotico-fiorito,gotico-fiorito,invariato,Gotico inglese perpendicular/fiorito a Gloucester (XIV secolo): il periodo Gotico fiorito include esplicitamente l'Inghilterra fra le regioni ed e gia il contenitore piu specifico disponibile per questo stile.
chiostro-santa-maria-della-pace,Chiostro di Santa Maria della Pace,rinascimento-maturo,rinascimento-maturo,invariato,"Intervento romano di Bramante (1500-1504), fase già successiva al periodo sforzesco milanese; nessuna scuola specifica per la Roma di questi anni è presente in albero."
ciclo-affreschi-cappella-san-martino-assisi,Ciclo di affreschi della cappella di San Martino,gotico-senese,gotico-senese,invariato,"Simone Martini ad Assisi (1315-1317): pittore senese, gia nella scuola senese trecentesca."
ciclo-battistero-padova-menabuoi,Ciclo del battistero del duomo di Padova,scuola-giottesca-veneta,scuola-giottesca-veneta,invariato,Giusto de' Menabuoi a Padova (1375-1378): già correttamente collocato nella scuola giottesca veneta.
ciclo-dei-mesi-salone-dei-mesi,Salone dei Mesi (Palazzo Schifanoia),scuola-ferrarese,scuola-ferrarese,invariato,Già correttamente collocato nella 'Scuola ferrarese'.
cisterna-regia-costantinopoli,Cisterna Regia,eta-giustinianea,eta-giustinianea,invariato,"Cisterna di Costantinopoli, eta giustinianea (VI sec.): gia correttamente collocata."
codex-egberti,Codex Egberti,arte-ottoniana,arte-ottoniana,invariato,Manoscritto ottoniano di Treviri gia' correttamente collocato; nessuna scuola piu' specifica disponibile nell'albero.
cofanetto-di-proiecta,Cofanetto di Proiecta,tarda-antichita,tarda-antichita,invariato,"Manufatto di lusso tardoromano a soggetto misto pagano-cristiano; 'arte-paleocristiana' designerebbe una collocazione troppo specificamente religiosa, si preferisce non forzare."
colonne-di-san-lorenzo-milano,Colonne di San Lorenzo,tarda-antichita,tarda-antichita,invariato,"Colonnato romano di reimpiego a Milano, di carattere non specificamente cristiano: resta a livello di epoca Tarda Antichita."
colosso-di-barletta,Colosso di Barletta,tarda-antichita,tarda-antichita,invariato,Statua bronzea imperiale tardoantica non cristiana: 'arte-paleocristiana' designa specificamente l'arte religiosa cristiana e non e' una collocazione piu' adeguata; nessuna scuola specifica disponibile.
combattimento-degli-ignudi,Combattimento degli ignudi,rinascimento-fiorentino,rinascimento-fiorentino,invariato,"Incisione di Antonio Pollaiolo, artista fiorentino; 'New York' e' la sede museale attuale. Gia' correttamente collocata."
compianto-sul-cristo-morto-botticelli,"Compianto sul Cristo morto con san Gerolamo, san Paolo e san Pietro",rinascimento-fiorentino,rinascimento-fiorentino,invariato,Opera di ambito fiorentino di Botticelli: collocazione già corretta.
compianto-sul-cristo-morto-disegno,Compianto sul Cristo morto (studio preparatorio),rinascimento-maturo,rinascimento-maturo,invariato,"Studio preparatorio di Raffaello per la Pala Baglioni, eseguito nel periodo fiorentino per una commissione di Perugia (1507; 'Parigi' e' la sede museale attuale, Louvre): resta alla corrente generica, nessuna scuola dedicata a Perugia/Umbria in questo periodo."
contrafforti-cattedrale-reims-villard,Disegno dei contrafforti della cattedrale di Reims (Album de dessins de Villard de Honnecourt),gotico-francese,gotico-francese,invariato,"Disegno di Villard de Honnecourt relativo alla cattedrale di Reims: resta alla corrente gotico-francese, nessuna scuola più specifica disponibile."
conversione-di-saulo,Conversione di Saulo,manierismo,manierismo,invariato,"Michelangelo, Cappella Paolina, Vaticano: due sole opere del ciclo nel lotto, non sufficienti per una scuola dedicata; resta al livello di corrente."
copia-anghiari-rubens,Copia dalla Battaglia di Anghiari di Leonardo,manierismo,manierismo,invariato,"Copia da Leonardo eseguita da Rubens nel 1603, al confine tra Manierismo e Barocco; nessuna scuola piu' specifica disponibile nell'albero per questo caso isolato."
copia-cascina-sangallo,Copia dalla Battaglia di Càscina di Michelangelo,rinascimento-maturo,rinascimento-maturo,invariato,"Copia (Aristotile da Sangallo) del cartone perduto di Michelangelo, nessuna citta' indicata: resta al livello di corrente."
corona-ferrea-monza,Corona ferrea,eta-longobarda,eta-longobarda,invariato,Manufatto tradizionalmente legato alla regina longobarda Teodolinda; Eta longobarda resta il livello piu specifico disponibile nell'albero.
corteo-dei-magi-gozzoli,Corteo dei Magi (parete sud),umanesimo-fiorentino,umanesimo-fiorentino,invariato,"Gia' correttamente collocato nell'Umanesimo fiorentino (ciclo della Cappella dei Magi, Palazzo Medici, Firenze)."
cortile-del-belvedere,Cortile del Belvedere,rinascimento-maturo,rinascimento-maturo,invariato,Opera romana di Bramante per Giulio II (dal 1504): nessuna scuola specifica per la Roma giulia è presente in albero.
costantino-offre-tiara-silvestro,Costantino offre la tiara a san Silvestro,duecento-italiano,duecento-italiano,invariato,Ciclo romano: già alla corrente più specifica disponibile (duecento-italiano).
cripta-santa-maria-laach,Interno della cripta della chiesa di Santa Maria Laach,romanico,romanico,invariato,Stesso edificio di Maria Laach; nessuna corrente specifica pertinente.
cristo-in-trono-sancta-sanctorum,Cristo in trono (cappella del Sancta Sanctorum),duecento-italiano,duecento-italiano,invariato,Stessa motivazione del ciclo del Sancta Sanctorum.
cristo-incorona-ottone-teofano,Cristo che incorona Ottone II e sua moglie Teofano,arte-ottoniana,arte-ottoniana,invariato,Avorio ottoniano gia correttamente collocato; nessuna scuola piu specifica disponibile.
cristo-pantocrator-hosios-lukas,Cristo Pantocatore,arte-bizantina,arte-bizantina,invariato,"Mosaico di Dafni (Grecia); l'epoca Arte bizantina non ha correnti/scuole sotto di se in albero, e gia il livello piu specifico disponibile."
